iter	Passed	Remaining
407	4882	7084
408	4894	7072
409	4905	7058
410	4914	7042
411	4924	7028
412	4936	7016
413	4947	7003
414	4958	6989
415	4967	6973
416	4977	6959
417	4988	6945
418	5000	6933
419	5011	6920
420	5022	6907
421	5033	6894
422	5044	6881
423	5055	6868
424	5066	6855
425	5078	6842
426	5089	6829
427	5101	6817
428	5112	6805
429	5124	6792
430	5135	6780
431	5147	6767
432	5158	6754
433	5169	6742
434	5181	6729
435	5190	6714
436	5201	6701
437	5213	6689
438	5225	6677
439	5236	6665
440	5249	6653
441	5261	6642
442	5273	6630
443	5285	6619
444	5298	6608
445	5311	6597
446	5324	6586
447	5336	6575
448	5349	6565
449	5360	6551
450	5373	6541
451	5387	6531
452	5400	6520
453	5413	6510
454	5425	6499
455	5438	6488
456	5452	6478
457	5465	6467
458	5475	6453
459	5488	6443
460	5502	6433
461	5513	6420
462	5526	6410
463	5540	6399
464	5552	6388
465	5566	6378
466	5579	6368
467	5593	6358
468	5606	6347
469	5619	6337
470	5632	6326
471	5646	6315
472	5656	6302
473	5669	6291
474	5680	6278
475	5693	6267
476	5705	6256
477	5719	6245
478	5732	6234
479	5745	6224
480	5758	6213
481	5771	6202
482	5784	6191
483	5797	6180
484	5810	6169
485	5822	6157
486	5835	6146
487	5848	6135
488	5861	6124
489	5874	6114
490	5888	6104
491	5898	6090
492	5912	6080
493	5922	6066
494	5936	6056
495	5947	6043
496	5960	6032
497	5973	6021
498	5987	6011
499	6001	6001
500	6014	5990
501	6027	5979
502	6040	5968
503	6054	5958
504	6067	5947
505	6080	5936
506	6093	5925
507	6107	5914
508	6120	5903
509	6133	5892
510	6146	5882
511	6160	5871
512	6171	5858
513	6181	5844
514	6194	5834
515	6205	5820
516	6219	5810
517	6231	5798
518	6242	5785
519	6254	5773
520	6267	5762
521	6279	5749
522	6290	5736
523	6304	5726
524	6315	5713
525	6328	5702
526	6340	5690
527	6352	5679
528	6363	5665
529	6374	5652
530	6385	5639
531	6398	5628
532	6408	5615
533	6421	5603
534	6431	5590
535	6444	5578
536	6457	5567
537	6467	5553
538	6478	5540
539	6490	5529
540	6500	5515
541	6513	5503
542	6525	5492
543	6538	5480
544	6550	5468
545	6563	5457
546	6573	5443
547	6583	5430
548	6596	5419
549	6609	5407
550	6621	5395
551	6631	5382
552	6642	5369
553	6655	5358
554	6665	5344
555	6678	5333
556	6691	5322
557	6701	5308
558	6714	5297
559	6728	5286
560	6738	5273
561	6749	5259
562	6761	5248
563	6773	5236
564	6786	5225
565	6799	5214
566	6812	5202
567	6822	5188
568	6835	5177
569	6845	5163
570	6857	5152
571	6867	5138
572	6881	5127
573	6893	5116
574	6903	5102
575	6916	5091
576	6926	5077
577	6936	5064
578	6947	5051
579	6957	5037
580	6967	5024
581	6977	5011
582	6990	5000
583	7000	4986
584	7010	4973
585	7023	4961
586	7032	4948
587	7042	4934
588	7052	4921
589	7066	4910
590	7076	4896
591	7086	4883
592	7096	4870
593	7106	4857
594	7116	4844
595	7126	4831
596	7137	4817
597	7146	4804
598	7159	4792
599	7168	4779
600	7178	4765
601	7190	4754
602	7202	4742
603	7212	4728
604	7224	4716
605	7233	4703
606	7243	4689
607	7253	4676
608	7265	4664
609	7276	4652
610	7288	4640
611	7298	4627
612	7310	4615
613	7323	4603
614	7333	4590
615	7345	4579
616	7355	4566
617	7367	4554
618	7377	4541
619	7390	4529
620	7400	4516
621	7410	4503
622	7420	4490
623	7430	4477
624	7441	4464
625	7451	4451
626	7461	4438
627	7471	4425
628	7484	4414
629	7494	4401
630	7506	4389
631	7516	4376
632	7527	4364
633	7537	4351
634	7549	4339
635	7561	4327
636	7574	4316
637	7587	4305
638	7597	4292
639	7608	4279
640	7618	4266
641	7628	4253
642	7638	4241
643	7651	4229
644	7662	4217
645	7672	4204
646	7682	4191
647	7695	4180
648	7705	4167
649	7715	4154
650	7728	4143
651	7739	4130
652	7749	4117
653	7759	4105
654	7770	4092
655	7780	4080
656	7790	4067
657	7803	4055
658	7813	4042
659	7825	4031
660	7835	4018
661	7845	4005
662	7855	3992
663	7865	3979
664	7875	3967
665	7885	3954
666	7895	3941
667	7905	3928
668	7914	3916
669	7924	3903
670	7933	3890
671	7943	3877
672	7953	3864
673	7963	3851
674	7973	3838
675	7982	3826
676	7992	3813
677	8002	3800
678	8012	3787
679	8022	3775
680	8031	3762
681	8041	3749
682	8050	3736
683	8060	3723
684	8070	3711
685	8079	3698
686	8090	3686
687	8100	3673
688	8110	3660
689	8120	3648
690	8132	3636
691	8142	3624
692	8153	3611
693	8163	3599
694	8173	3586
695	8185	3575
696	8195	3562
697	8205	3550
698	8215	3537
699	8226	3525
700	8236	3513
701	8246	3500
702	8256	3488
703	8266	3475
704	8277	3463
705	8287	3451
706	8298	3438
707	8310	3427
708	8321	3415
709	8331	3403
710	8341	3390
711	8355	3379
712	8365	3367
713	8375	3354
714	8385	3342
715	8398	3331
716	8408	3318
717	8418	3306
718	8427	3293
719	8437	3281
720	8450	3270
721	8462	3258
722	8473	3246
723	8483	3234
724	8493	3221
725	8504	3209
726	8514	3197
727	8526	3185
728	8536	3173
729	8547	3161
730	8557	3148
731	8566	3136
732	8576	3124
733	8587	3111
734	8596	3099
735	8607	3087
736	8616	3074
737	8627	3062
738	8637	3050
739	8647	3038
