iter	Logloss
0	0.6071428274
1	0.5297816918
2	0.4645246966
3	0.4221011297
4	0.3815908213
5	0.3455847647
6	0.3139449083
7	0.2819852615
8	0.2562280627
9	0.2299088346
10	0.2128182
11	0.1987720647
12	0.1868593803
13	0.1764097363
14	0.1670642362
15	0.1588499818
16	0.152364338
17	0.1471723692
18	0.1408543811
19	0.1362285549
20	0.1318524778
21	0.127551463
22	0.1240814853
23	0.1205477032
24	0.1181295622
25	0.1154083447
26	0.1127119518
27	0.1109145598
28	0.107856554
29	0.105202337
30	0.1028473681
31	0.1016207104
32	0.100416996
33	0.09827253735
34	0.09598829412
35	0.09397881013
36	0.09280399243
37	0.09193687243
38	0.0911072697
39	0.08972753055
40	0.088243281
41	0.08679736667
42	0.0855360791
43	0.08473615664
44	0.08342120301
45	0.08265948578
46	0.08156778076
47	0.08073283889
48	0.07945569755
49	0.07891956358
50	0.07805843989
51	0.07691514296
52	0.07638226475
53	0.07577687413
54	0.07529303204
55	0.07467713814
56	0.07386655016
57	0.07320716624
58	0.0725149562
59	0.07198883915
60	0.07103142261
61	0.07042356212
62	0.0701025549
63	0.06950085814
64	0.06906899284
65	0.06836570739
66	0.06755528553
67	0.06708241555
68	0.06648891503
69	0.06620967598
70	0.06579303237
71	0.06532413681
72	0.06456104523
73	0.06381577146
74	0.06315249699
75	0.06252287818
76	0.0621279091
77	0.06176315689
78	0.06129200591
79	0.0607757337
80	0.06046639375
81	0.06019968968
82	0.05969372811
83	0.05916384812
84	0.05868497741
85	0.05838652498
86	0.05791504489
87	0.05739719285
88	0.05698516498
89	0.05654559777
90	0.05607559304
91	0.05568564598
92	0.05536155458
93	0.05504212797
94	0.05475077258
95	0.05442881006
96	0.05418069348
97	0.05372334082
98	0.05334109998
99	0.05308572212
100	0.05267929874
101	0.05242740045
102	0.05204205388
103	0.05175850196
104	0.05152240377
105	0.05123747394
106	0.05095613526
107	0.05048946495
108	0.05026964077
109	0.04991053694
110	0.04962946497
111	0.04928308476
